title,description,price,category,image_url,colors,sizes,rating,is_new,is_on_sale,discount_percent,stock
"Suéter Cuello V","Lana suave, perfecto para clima frío.",899,hombre,"https://picsum.photos/500/600?random=12","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""S"", ""M"", ""L"", ""XL""]",4.7,false,false,0,55
"Bermudas Casual","Tela ligera, perfectas para el verano.",449,hombre,"https://picsum.photos/500/600?random=13","[{""name"": ""Caqui"", ""hex"": ""#92400E""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""S"", ""M"", ""L"", ""XL""]",4.3,false,true,15,95
"Camisa Cuadros","Franela suave, estilo leñador moderno.",649,hombre,"https://picsum.photos/500/600?random=14","[{""name"": ""Rojo/Negro"", ""hex"": ""#EF4444""}, {""name"": ""Azul/Blanco"", ""hex"": ""#3B82F6""}]","[""S"", ""M"", ""L"", ""XL""]",4.5,false,false,0,75
"Playera Manga Larga","Algodón orgánico, corte regular.",549,hombre,"https://picsum.photos/500/600?random=15","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""S"", ""M"", ""L"", ""XL""]",4.4,false,false,0,110
"Pantalón Jogger","Cómodo y moderno, perfecto para relajarse.",599,hombre,"https://picsum.photos/500/600?random=16","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""S"", ""M"", ""L"", ""XL""]",4.6,false,true,20,65
"Chaleco Acolchado","Ligero y cálido, ideal para entretiempo.",799,hombre,"https://picsum.photos/500/600?random=17","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""S"", ""M"", ""L"", ""XL""]",4.5,false,false,0,50
"Playera Deportiva","Tela que absorbe la humedad, perfecta para ejercicio.",399,hombre,"https://picsum.photos/500/600?random=18","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""S"", ""M"", ""L"", ""XL""]",4.7,false,false,0,130
"Jeans Recto","Corte clásico, mezclilla de calidad premium.",849,hombre,"https://picsum.photos/500/600?random=19","[{""name"": ""Azul Clásico"", ""hex"": ""#3B82F6""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""28"", ""30"", ""32"", ""34"", ""36""]",4.6,false,false,0,70
"Hoodie Básico","Capucha ajustable, bolsillo canguro frontal.",649,hombre,"https://picsum.photos/500/600?random=20","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""S"", ""M"", ""L"", ""XL"", ""XXL""]",4.5,false,true,10,85
"Vestido Midi Elegante","Diseño sofisticado, perfecto para ocasiones especiales.",1199,mujer,"https://picsum.photos/500/600?random=21","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.8,false,false,0,30
"Blusa Satinada Rosa","Tela sedosa, corte favorecedor para el día a día.",599,mujer,"https://picsum.photos/500/600?random=22","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""XS"", ""S"", ""M"", ""L""]",4.5,false,true,25,80
"Jeans Mom Fit","Corte vintage relajado, cintura alta muy favorecedor.",999,mujer,"https://picsum.photos/500/600?random=23","[{""name"": ""Azul Claro"", ""hex"": ""#3B82F6""}, {""name"": ""Azul Oscuro"", ""hex"": ""#1E3A8A""}]","[""24"", ""26"", ""28"", ""30"", ""32""]",4.7,false,false,0,65
"Cardigan Oversized","Tejido suave, perfecto para capas en cualquier época.",899,mujer,"https://picsum.photos/500/600?random=24","[{""name"": ""Beige"", ""hex"": ""#D6D3D1""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""XS"", ""S"", ""M"", ""L""]",4.6,false,false,0,90
"Falda Plisada Midi","Diseño atemporal, fácil de combinar para cualquier look.",699,mujer,"https://picsum.photos/500/600?random=25","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Camel"", ""hex"": ""#92400E""}]","[""XS"", ""S"", ""M"", ""L""]",4.4,false,true,30,55
"Top Crop Básico","Algodón suave, corte moderno y versátil.",349,mujer,"https://picsum.photos/500/600?random=26","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""XS"", ""S"", ""M"", ""L""]",4.3,false,false,0,120
"Vestido Floral","Estampado romántico, perfecto para primavera.",799,mujer,"https://picsum.photos/500/600?random=27","[{""name"": ""Rosa/Verde"", ""hex"": ""#F472B6""}, {""name"": ""Azul/Blanco"", ""hex"": ""#3B82F6""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.6,false,true,20,45
"Pantalón Palazzo","Corte amplio y cómodo, muy elegante.",749,mujer,"https://picsum.photos/500/600?random=28","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""XS"", ""S"", ""M"", ""L""]",4.5,false,false,0,70
"Blazer Estructurado","Corte moderno, perfecto para la oficina.",1299,mujer,"https://picsum.photos/500/600?random=29","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.7,false,false,0,40
"Playera Básica","Algodón orgánico, corte femenino favorecedor.",299,mujer,"https://picsum.photos/500/600?random=30","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Rosa"", ""hex"": ""#F472B6""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.4,false,false,0,150
"Jeans Skinny","Mezclilla elástica, ajuste perfecto.",849,mujer,"https://picsum.photos/500/600?random=31","[{""name"": ""Azul Oscuro"", ""hex"": ""#1E3A8A""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""24"", ""26"", ""28"", ""30"", ""32""]",4.6,false,true,15,85
"Suéter Cuello Alto","Lana merino, elegante y cálido.",999,mujer,"https://picsum.photos/500/600?random=32","[{""name"": ""Crema"", ""hex"": ""#FEF7CD""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""XS"", ""S"", ""M"", ""L""]",4.8,false,false,0,60
"Shorts Denim","Mezclilla suave, perfectos para el verano.",449,mujer,"https://picsum.photos/500/600?random=33","[{""name"": ""Azul Claro"", ""hex"": ""#3B82F6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""XS"", ""S"", ""M"", ""L""]",4.3,false,true,25,95
"Camisa Oversize","Corte relajado, perfecta para looks casuales.",649,mujer,"https://picsum.photos/500/600?random=34","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Azul Claro"", ""hex"": ""#DBEAFE""}]","[""XS"", ""S"", ""M"", ""L""]",4.5,false,false,0,75
"Vestido Wrap","Diseño envolvente muy favorecedor.",899,mujer,"https://picsum.photos/500/600?random=35","[{""name"": ""Verde"", ""hex"": ""#10B981""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.7,false,false,0,50
"Leggings Deportivos","Tela que absorbe humedad, perfectos para yoga.",399,mujer,"https://picsum.photos/500/600?random=36","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.6,false,false,0,110
"Falda Lápiz","Corte ajustado, muy elegante para la oficina.",599,mujer,"https://picsum.photos/500/600?random=37","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""XS"", ""S"", ""M"", ""L""]",4.4,false,true,20,65
"Chaqueta Bomber","Estilo urbano moderno, muy versátil.",799,mujer,"https://picsum.photos/500/600?random=38","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Verde"", ""hex"": ""#10B981""}]","[""XS"", ""S"", ""M"", ""L""]",4.5,false,false,0,55
"Top Tirantes","Básico esencial, perfecto para capas.",249,mujer,"https://picsum.photos/500/600?random=39","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.2,false,false,0,140
"Pantalón Recto","Corte clásico, muy elegante.",749,mujer,"https://picsum.photos/500/600?random=40","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Beige"", ""hex"": ""#D6D3D1""}]","[""XS"", ""S"", ""M"", ""L""]",4.6,false,true,10,70
"Playera Dinosaurios","Algodón orgánico, estampado divertido y colorido.",249,ninos,"https://picsum.photos/500/600?random=41","[{""name"": ""Verde"", ""hex"": ""#10B981""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.9,false,false,0,150
"Shorts Deportivos","Tela ligera y transpirable, perfectos para jugar.",299,ninos,"https://picsum.photos/500/600?random=42","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Rojo"", ""hex"": ""#EF4444""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.7,false,true,20,120
"Sudadera Con Capucha Niño","Felpa suave, diseño moderno y cómodo para niños.",449,ninos,"https://picsum.photos/500/600?random=43","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,false,false,0,100
"Jeans Cómodos","Mezclilla suave, cintura elástica para mayor comodidad.",499,ninos,"https://picsum.photos/500/600?random=44","[{""name"": ""Azul Claro"", ""hex"": ""#3B82F6""}, {""name"": ""Azul Oscuro"", ""hex"": ""#1E3A8A""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.6,false,false,0,85
"Polo Rayas","Diseño clásico con rayas, perfecto para cualquier ocasión.",349,ninos,"https://picsum.photos/500/600?random=45","[{""name"": ""Azul/Blanco"", ""hex"": ""#3B82F6""}, {""name"": ""Rojo/Blanco"", ""hex"": ""#EF4444""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.5,false,true,15,110
"Playera Superhéroes","Estampado de superhéroes, algodón suave.",299,ninos,"https://picsum.photos/500/600?random=46","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Rojo"", ""hex"": ""#EF4444""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,false,false,0,130
"Pantalón Jogger","Cómodo para jugar, cintura elástica.",399,ninos,"https://picsum.photos/500/600?random=47","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.6,false,false,0,95
"Camisa Cuadros","Franela suave, perfecta para looks casuales.",449,ninos,"https://picsum.photos/500/600?random=48","[{""name"": ""Rojo/Negro"", ""hex"": ""#EF4444""}, {""name"": ""Azul/Blanco"", ""hex"": ""#3B82F6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.4,false,true,10,80
"Playera Manga Larga","Algodón orgánico, perfecta para clima fresco.",349,ninos,"https://picsum.photos/500/600?random=49","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.5,false,false,0,115
"Bermudas Cargo","Múltiples bolsillos, perfectas para aventuras.",399,ninos,"https://picsum.photos/500/600?random=50","[{""name"": ""Caqui"", ""hex"": ""#92400E""}, {""name"": ""Verde"", ""hex"": ""#10B981""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.3,false,true,15,90
"Suéter Básico","Lana suave, perfecto para el frío.",549,ninos,"https://picsum.photos/500/600?random=51","[{""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,false,0,70
"Playera Deportiva","Tela que absorbe humedad, perfecta para deportes.",299,ninos,"https://picsum.photos/500/600?random=52","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Verde"", ""hex"": ""#10B981""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.7,false,false,0,125
"Pantalón Formal","Tela resistente, perfecto para ocasiones especiales.",599,ninos,"https://picsum.photos/500/600?random=53","[{""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.4,false,false,0,60
"Chaleco Acolchado","Ligero y cálido, perfecto para entretiempo.",649,ninos,"https://picsum.photos/500/600?random=54","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Rojo"", ""hex"": ""#EF4444""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.5,false,true,20,55
"Playera Básica","Algodón suave, esencial en el guardarropa.",249,ninos,"https://picsum.photos/500/600?random=55","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.4,false,false,0,140
"Shorts Básicos","Algodón cómodo, perfectos para el verano.",249,ninos,"https://picsum.photos/500/600?random=56","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.3,false,false,0,120
"Pijama Conjunto","Algodón suave, perfecto para dormir cómodo.",449,ninos,"https://picsum.photos/500/600?random=57","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Verde"", ""hex"": ""#10B981""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,false,0,85
"Playera Estampada","Diseños divertidos que les encantan.",299,ninos,"https://picsum.photos/500/600?random=58","[{""name"": ""Multicolor"", ""hex"": ""#3B82F6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.5,false,true,10,105
"Pantalón Deportivo","Tela elástica, perfecto para actividades físicas.",399,ninos,"https://picsum.photos/500/600?random=59","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.6,false,false,0,90
"Hoodie Básico","Capucha ajustable, muy cómodo y cálido.",549,ninos,"https://picsum.photos/500/600?random=60","[{""name"": ""Gris"", ""hex"": ""#6B7280""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.7,false,false,0,75
"Vestido Princesa Rosa","Diseño encantador con tul y brillos, ideal para fiestas.",599,ninas,"https://picsum.photos/500/600?random=61","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Lila"", ""hex"": ""#A855F7""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.9,false,false,0,70
"Leggings Unicornio","Estampado mágico, tela elástica y muy suave.",299,ninas,"https://picsum.photos/500/600?random=62","[{""name"": ""Rosa/Morado"", ""hex"": ""#F472B6""}, {""name"": ""Azul/Blanco"", ""hex"": ""#60A5FA""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.8,false,true,25,95
"Blusa Flores","Estampado floral delicado, manga corta y cuello redondo.",349,ninas,"https://picsum.photos/500/600?random=63","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Amarillo"", ""hex"": ""#FDE047""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.7,false,false,0,130
"Falda Tul","Falda de tul con brillos, perfecta para ocasiones especiales.",449,ninas,"https://picsum.photos/500/600?random=64","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Dorado"", ""hex"": ""#F59E0B""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,false,0,60
"Cardigan Suave Niña","Tejido suave y cálido, perfecto para completar cualquier look.",399,ninas,"https://picsum.photos/500/600?random=65","[{""name"": ""Crema"", ""hex"": ""#FEF7CD""}, {""name"": ""Rosa Claro"", ""hex"": ""#FECACA""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.5,false,true,20,80
"Vestido Casual","Algodón suave, perfecto para el día a día.",449,ninas,"https://picsum.photos/500/600?random=66","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Rosa"", ""hex"": ""#F472B6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,false,0,85
"Playera Mariposas","Estampado de mariposas, muy dulce.",299,ninas,"https://picsum.photos/500/600?random=67","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Lila"", ""hex"": ""#A855F7""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.7,false,false,0,110
"Shorts Denim","Mezclilla suave con detalles bordados.",399,ninas,"https://picsum.photos/500/600?random=68","[{""name"": ""Azul Claro"", ""hex"": ""#3B82F6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.4,false,true,15,90
"Suéter Corazones","Diseño tierno con corazones bordados.",549,ninas,"https://picsum.photos/500/600?random=69","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,false,false,0,65
"Leggings Básicos","Algodón elástico, muy cómodos.",249,ninas,"https://picsum.photos/500/600?random=70","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.5,false,false,0,120
"Vestido Rayas","Diseño marinero clásico, muy elegante.",499,ninas,"https://picsum.photos/500/600?random=71","[{""name"": ""Azul/Blanco"", ""hex"": ""#3B82F6""}, {""name"": ""Rosa/Blanco"", ""hex"": ""#F472B6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,true,10,75
"Blusa Manga Larga","Algodón orgánico, perfecta para clima fresco.",349,ninas,"https://picsum.photos/500/600?random=72","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Rosa Claro"", ""hex"": ""#FECACA""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.4,false,false,0,100
"Falda Plisada","Diseño clásico, perfecta para la escuela.",399,ninas,"https://picsum.photos/500/600?random=73","[{""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.3,false,false,0,85
"Playera Gatos","Estampado de gatitos, muy tierna.",299,ninas,"https://picsum.photos/500/600?random=74","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,false,false,0,115
"Vestido Fiesta","Diseño elegante con lentejuelas, perfecto para fiestas.",699,ninas,"https://picsum.photos/500/600?random=75","[{""name"": ""Dorado"", ""hex"": ""#F59E0B""}, {""name"": ""Plata"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.9,false,true,20,45
"Pantalón Deportivo","Tela elástica, perfecto para jugar.",349,ninas,"https://picsum.photos/500/600?random=76","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.5,false,false,0,95
"Chaqueta Denim","Mezclilla suave con detalles bordados.",599,ninas,"https://picsum.photos/500/600?random=77","[{""name"": ""Azul Claro"", ""hex"": ""#3B82F6""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,false,0,60
"Top Tirantes","Básico esencial, muy versátil.",249,ninas,"https://picsum.photos/500/600?random=78","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Rosa"", ""hex"": ""#F472B6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.3,false,false,0,130
"Pijama Conjunto","Algodón suave con estampados tiernos.",449,ninas,"https://picsum.photos/500/600?random=79","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Lila"", ""hex"": ""#A855F7""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.7,false,false,0,70
"Sudadera Capucha","Felpa suave, muy cómoda y cálida.",499,ninas,"https://picsum.photos/500/600?random=80","[{""name"": ""Rosa"", ""hex"": ""#F472B6""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,false,true,15,80
"Playera Oversize Nueva","Algodón premium, corte moderno y relajado.",449,hombre,"https://picsum.photos/500/600?random=81","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""S"", ""M"", ""L"", ""XL""]",4.8,true,false,0,80
"Jeans Cargo Moderno","Múltiples bolsillos, estilo urbano actual.",1199,hombre,"https://picsum.photos/500/600?random=82","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Caqui"", ""hex"": ""#92400E""}]","[""28"", ""30"", ""32"", ""34"", ""36""]",4.9,true,true,25,35
"Hoodie Tech","Tecnología anti-humedad, diseño futurista.",899,hombre,"https://picsum.photos/500/600?random=83","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""S"", ""M"", ""L"", ""XL"", ""XXL""]",4.7,true,false,0,60
"Camisa Tech Fit","Tela inteligente que se adapta al cuerpo.",799,hombre,"https://picsum.photos/500/600?random=84","[{""name"": ""Blanco"", ""hex"": ""#FFFFFF""}, {""name"": ""Azul"", ""hex"": ""#3B82F6""}]","[""S"", ""M"", ""L"", ""XL""]",4.8,true,true,15,45
"Chaqueta Urbana","Diseño moderno con detalles reflectivos.",1499,hombre,"https://picsum.photos/500/600?random=85","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Gris Oscuro"", ""hex"": ""#374151""}]","[""S"", ""M"", ""L"", ""XL""]",4.9,true,false,0,30
"Vestido Asimétrico","Diseño vanguardista, perfecto para eventos especiales.",1399,mujer,"https://picsum.photos/500/600?random=86","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Vino"", ""hex"": ""#7C2D12""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.9,true,false,0,25
"Blazer Cropped","Corte moderno cropped, muy trendy.",999,mujer,"https://picsum.photos/500/600?random=87","[{""name"": ""Beige"", ""hex"": ""#D6D3D1""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""XS"", ""S"", ""M"", ""L""]",4.8,true,true,30,40
"Top Halter","Diseño elegante con escote halter.",599,mujer,"https://picsum.photos/500/600?random=88","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Blanco"", ""hex"": ""#FFFFFF""}]","[""XS"", ""S"", ""M"", ""L""]",4.7,true,false,0,55
"Falda Midi Plisada","Diseño moderno con pliegues perfectos.",799,mujer,"https://picsum.photos/500/600?random=89","[{""name"": ""Camel"", ""hex"": ""#92400E""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""XS"", ""S"", ""M"", ""L""]",4.8,true,true,20,50
"Jumpsuit Elegante","Mono elegante perfecto para cualquier ocasión.",1299,mujer,"https://picsum.photos/500/600?random=90","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Marino"", ""hex"": ""#1E40AF""}]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",4.9,true,false,0,35
