title,description,price,category,image_url,colors,sizes,rating,is_new,is_on_sale,discount_percent,stock
"Shorts Playa Billabong All Day","Perfecto para uso diario, combina estilo y comodidad.",599,"hombre","https://picsum.photos/500/600?random=hombre_24","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Negro"",""hex"":""#000000""},{""name"":""Rojo"",""hex"":""#EF4444""}]","[""S"",""M"",""L"",""XL""]",5.0,false,true,16,31
"Playera Polo Lacoste Classic Fit","Confeccionado con materiales de primera calidad.",1599,"hombre","https://picsum.photos/500/600?random=hombre_25","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Azul Marino"",""hex"":""#1E40AF""},{""name"":""Negro"",""hex"":""#000000""}]","[""S"",""M"",""L"",""XL""]",4.8,false,false,0,68
"Vestido Midi Zara Satinado Elegante","Diseño atemporal que nunca pasa de moda.",1299,"mujer","https://picsum.photos/500/600?random=mujer_1","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Azul Marino"",""hex"":""#1E40AF""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.7,false,false,0,75
"Blusa Seda Massimo Dutti Manga Larga","Diseño versátil que se adapta a cualquier ocasión.",1599,"mujer","https://picsum.photos/500/600?random=mujer_2","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Rosa Palo"",""hex"":""#F9A8D4""}]","[""XS"",""S"",""M"",""L""]",4.9,true,false,0,67
"Jeans Mom Fit H&M Cintura Alta","Estilo contemporáneo con detalles únicos.",799,"mujer","https://picsum.photos/500/600?random=mujer_3","[{""name"":""Azul Claro"",""hex"":""#60A5FA""},{""name"":""Azul Oscuro"",""hex"":""#1E3A8A""}]","[""24"",""26"",""28"",""30"",""32""]",4.5,false,false,0,50
"Cardigan Oversized Gap Cable Knit","Prenda de alta calidad con diseño moderno y cómodo.",999,"mujer","https://picsum.photos/500/600?random=mujer_4","[{""name"":""Beige"",""hex"":""#D6D3D1""},{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""XS"",""S"",""M"",""L""]",4.7,false,false,0,33
"Falda Plisada Midi Uniqlo Jersey","Diseño atemporal que nunca pasa de moda.",699,"mujer","https://picsum.photos/500/600?random=mujer_5","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Azul Marino"",""hex"":""#1E40AF""}]","[""XS"",""S"",""M"",""L""]",4.0,false,false,0,39
"Top Crop Básico Forever 21","Estilo contemporáneo con detalles únicos.",299,"mujer","https://picsum.photos/500/600?random=mujer_6","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Negro"",""hex"":""#000000""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""XS"",""S"",""M"",""L""]",4.1,false,true,12,53
"Vestido Floral Mango Primavera","Estilo contemporáneo con detalles únicos.",899,"mujer","https://picsum.photos/500/600?random=mujer_7","[{""name"":""Rosa/Verde"",""hex"":""#6B7280""},{""name"":""Azul/Blanco"",""hex"":""#6B7280""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.2,true,false,0,93
"Pantalón Palazzo Zara Wide Leg","Comodidad y elegancia en una sola prenda.",899,"mujer","https://picsum.photos/500/600?random=mujer_8","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Beige"",""hex"":""#D6D3D1""}]","[""XS"",""S"",""M"",""L""]",4.1,false,false,0,118
"Blazer Estructurado Mango Suit","Comodidad y elegancia en una sola prenda.",1599,"mujer","https://picsum.photos/500/600?random=mujer_9","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.6,true,false,0,32
"Playera Básica Gap Organic Cotton","Perfecto para uso diario, combina estilo y comodidad.",399,"mujer","https://picsum.photos/500/600?random=mujer_10","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Negro"",""hex"":""#000000""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.7,true,false,0,27
"Jeans Skinny Levi's 711 Mujer","Confeccionado con materiales de primera calidad.",1199,"mujer","https://picsum.photos/500/600?random=mujer_11","[{""name"":""Azul Oscuro"",""hex"":""#1E3A8A""},{""name"":""Negro"",""hex"":""#000000""}]","[""24"",""26"",""28"",""30"",""32""]",4.1,false,false,0,73
"Suéter Cuello Alto COS Merino","Prenda de alta calidad con diseño moderno y cómodo.",1299,"mujer","https://picsum.photos/500/600?random=mujer_12","[{""name"":""Crema"",""hex"":""#FEF7CD""},{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Negro"",""hex"":""#000000""}]","[""XS"",""S"",""M"",""L""]",4.8,false,false,0,62
"Shorts Denim American Eagle Mom","Estilo contemporáneo con detalles únicos.",699,"mujer","https://picsum.photos/500/600?random=mujer_13","[{""name"":""Azul Claro"",""hex"":""#60A5FA""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""XS"",""S"",""M"",""L""]",4.3,false,false,0,89
"Camisa Oversize Zara Popelín","Diseño versátil que se adapta a cualquier ocasión.",799,"mujer","https://picsum.photos/500/600?random=mujer_14","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Azul Claro"",""hex"":""#60A5FA""}]","[""XS"",""S"",""M"",""L""]",4.2,false,true,19,74
"Vestido Wrap & Other Stories","Confeccionado con materiales de primera calidad.",1199,"mujer","https://picsum.photos/500/600?random=mujer_15","[{""name"":""Verde"",""hex"":""#10B981""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""XS"",""S"",""M"",""L"",""XL""]",5.0,false,false,0,44
"Leggings Deportivos Lululemon Align","Diseño atemporal que nunca pasa de moda.",1599,"mujer","https://picsum.photos/500/600?random=mujer_16","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.7,true,false,0,118
"Falda Lápiz Banana Republic","Confeccionado con materiales de primera calidad.",899,"mujer","https://picsum.photos/500/600?random=mujer_17","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""XS"",""S"",""M"",""L""]",4.4,true,false,0,114
"Chaqueta Bomber Pull & Bear","Diseño atemporal que nunca pasa de moda.",999,"mujer","https://picsum.photos/500/600?random=mujer_18","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Verde Militar"",""hex"":""#166534""}]","[""XS"",""S"",""M"",""L""]",4.8,false,false,0,103
"Top Tirantes Básico H&M","Comodidad y elegancia en una sola prenda.",199,"mujer","https://picsum.photos/500/600?random=mujer_19","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Negro"",""hex"":""#000000""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.5,false,false,0,24
"Pantalón Recto Cos Tailored","Prenda de alta calidad con diseño moderno y cómodo.",1299,"mujer","https://picsum.photos/500/600?random=mujer_20","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Beige"",""hex"":""#D6D3D1""}]","[""XS"",""S"",""M"",""L""]",4.1,false,false,0,77
"Vestido Camisero Mango Midi","Perfecto para uso diario, combina estilo y comodidad.",999,"mujer","https://picsum.photos/500/600?random=mujer_21","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""XS"",""S"",""M"",""L"",""XL""]",4.9,false,false,0,49
"Cardigan Botones Zara Knit","Confeccionado con materiales de primera calidad.",799,"mujer","https://picsum.photos/500/600?random=mujer_22","[{""name"":""Beige"",""hex"":""#D6D3D1""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""XS"",""S"",""M"",""L""]",4.1,false,false,0,80
"Jeans Straight Everlane Organic","Perfecto para uso diario, combina estilo y comodidad.",1399,"mujer","https://picsum.photos/500/600?random=mujer_23","[{""name"":""Azul Clásico"",""hex"":""#2563EB""},{""name"":""Negro"",""hex"":""#000000""}]","[""24"",""26"",""28"",""30"",""32""]",4.8,false,true,13,55
"Blusa Estampada Desigual Boho","Estilo contemporáneo con detalles únicos.",899,"mujer","https://picsum.photos/500/600?random=mujer_24","[{""name"":""Multicolor"",""hex"":""#3B82F6""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""XS"",""S"",""M"",""L""]",4.9,false,true,20,43
"Falda Mini Plisada Bershka","Estilo contemporáneo con detalles únicos.",499,"mujer","https://picsum.photos/500/600?random=mujer_25","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""XS"",""S"",""M"",""L""]",4.1,true,false,0,78
"Playera Dinosaurios Carter's Algodón","Comodidad y elegancia en una sola prenda.",299,"ninos","https://picsum.photos/500/600?random=ninos_1","[{""name"":""Verde"",""hex"":""#10B981""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,true,true,23,26
"Shorts Deportivos Nike Kids Dri-FIT","Material premium con acabados de excelente calidad.",399,"ninos","https://picsum.photos/500/600?random=ninos_2","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Negro"",""hex"":""#000000""},{""name"":""Rojo"",""hex"":""#EF4444""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.7,false,false,0,109
"Sudadera Capucha Adidas Kids","Perfecto para uso diario, combina estilo y comodidad.",599,"ninos","https://picsum.photos/500/600?random=ninos_3","[{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Azul Marino"",""hex"":""#1E40AF""}]","[""2"",""4"",""6"",""8"",""10""]",5.0,false,false,0,116
"Jeans Cómodos Gap Kids Stretch","Perfecto para uso diario, combina estilo y comodidad.",699,"ninos","https://picsum.photos/500/600?random=ninos_4","[{""name"":""Azul Claro"",""hex"":""#60A5FA""},{""name"":""Azul Oscuro"",""hex"":""#1E3A8A""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.1,false,false,0,68
"Polo Rayas Tommy Hilfiger Kids","Perfecto para uso diario, combina estilo y comodidad.",499,"ninos","https://picsum.photos/500/600?random=ninos_5","[{""name"":""Azul/Blanco"",""hex"":""#6B7280""},{""name"":""Rojo/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.9,false,false,0,112
"Playera Superhéroes Marvel","Estilo contemporáneo con detalles únicos.",349,"ninos","https://picsum.photos/500/600?random=ninos_6","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Rojo"",""hex"":""#EF4444""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,false,true,34,107
"Pantalón Jogger Puma Kids","Confeccionado con materiales de primera calidad.",549,"ninos","https://picsum.photos/500/600?random=ninos_7","[{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Negro"",""hex"":""#000000""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.7,false,false,0,105
"Camisa Cuadros OshKosh B'gosh","Comodidad y elegancia en una sola prenda.",599,"ninos","https://picsum.photos/500/600?random=ninos_8","[{""name"":""Rojo/Negro"",""hex"":""#6B7280""},{""name"":""Azul/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,false,true,15,113
"Playera Manga Larga Uniqlo Kids","Estilo contemporáneo con detalles únicos.",399,"ninos","https://picsum.photos/500/600?random=ninos_9","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.8,true,true,18,81
"Bermudas Cargo Old Navy Kids","Material premium con acabados de excelente calidad.",449,"ninos","https://picsum.photos/500/600?random=ninos_10","[{""name"":""Caqui"",""hex"":""#92400E""},{""name"":""Verde"",""hex"":""#10B981""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",5.0,false,false,0,36
"Suéter Básico H&M Kids","Comodidad y elegancia en una sola prenda.",599,"ninos","https://picsum.photos/500/600?random=ninos_11","[{""name"":""Azul Marino"",""hex"":""#1E40AF""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.9,true,false,0,84
"Playera Deportiva Under Armour Kids","Perfecto para uso diario, combina estilo y comodidad.",449,"ninos","https://picsum.photos/500/600?random=ninos_12","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Verde"",""hex"":""#10B981""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.2,false,false,0,55
"Pantalón Formal Dockers Kids","Estilo contemporáneo con detalles únicos.",699,"ninos","https://picsum.photos/500/600?random=ninos_13","[{""name"":""Azul Marino"",""hex"":""#1E40AF""},{""name"":""Negro"",""hex"":""#000000""}]","[""2"",""4"",""6"",""8"",""10""]",4.1,false,true,35,92
"Chaleco Acolchado Columbia Kids","Diseño versátil que se adapta a cualquier ocasión.",799,"ninos","https://picsum.photos/500/600?random=ninos_14","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Rojo"",""hex"":""#EF4444""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,false,true,21,32
"Playera Básica Fruit of the Loom","Estilo contemporáneo con detalles únicos.",249,"ninos","https://picsum.photos/500/600?random=ninos_15","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.1,false,true,24,70
"Shorts Básicos Carter's Cotton","Prenda de alta calidad con diseño moderno y cómodo.",299,"ninos","https://picsum.photos/500/600?random=ninos_16","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.2,true,false,0,52
"Pijama Conjunto Disney Mickey","Estilo contemporáneo con detalles únicos.",549,"ninos","https://picsum.photos/500/600?random=ninos_17","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Rojo"",""hex"":""#EF4444""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,false,false,0,86
"Playera Estampada Pokémon","Perfecto para uso diario, combina estilo y comodidad.",399,"ninos","https://picsum.photos/500/600?random=ninos_18","[{""name"":""Amarillo"",""hex"":""#F59E0B""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,false,false,0,76
"Pantalón Deportivo Adidas Kids","Estilo contemporáneo con detalles únicos.",599,"ninos","https://picsum.photos/500/600?random=ninos_19","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Azul Marino"",""hex"":""#1E40AF""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",5.0,false,false,0,71
"Hoodie Básico Gap Kids","Confeccionado con materiales de primera calidad.",699,"ninos","https://picsum.photos/500/600?random=ninos_20","[{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,false,false,0,107
"Playera Rayas Nautica Kids","Diseño versátil que se adapta a cualquier ocasión.",449,"ninos","https://picsum.photos/500/600?random=ninos_21","[{""name"":""Azul/Blanco"",""hex"":""#6B7280""},{""name"":""Rojo/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.5,false,false,0,71
"Jeans Straight Levi's Kids","Perfecto para uso diario, combina estilo y comodidad.",799,"ninos","https://picsum.photos/500/600?random=ninos_22","[{""name"":""Azul Clásico"",""hex"":""#2563EB""},{""name"":""Negro"",""hex"":""#000000""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.7,false,true,32,65
"Sudadera Sin Capucha Nike Kids","Diseño atemporal que nunca pasa de moda.",649,"ninos","https://picsum.photos/500/600?random=ninos_23","[{""name"":""Gris"",""hex"":""#6B7280""},{""name"":""Negro"",""hex"":""#000000""}]","[""2"",""4"",""6"",""8"",""10""]",4.3,false,false,0,81
"Playera Gráfica Vans Kids","Confeccionado con materiales de primera calidad.",499,"ninos","https://picsum.photos/500/600?random=ninos_24","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10""]",4.8,false,false,0,103
"Shorts Playa Quicksilver Kids","Diseño versátil que se adapta a cualquier ocasión.",449,"ninos","https://picsum.photos/500/600?random=ninos_25","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Verde"",""hex"":""#10B981""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.1,false,false,0,99
"Vestido Princesa Disney Frozen","Diseño atemporal que nunca pasa de moda.",699,"ninas","https://picsum.photos/500/600?random=ninas_1","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,true,false,0,61
"Leggings Unicornio Justice","Prenda de alta calidad con diseño moderno y cómodo.",399,"ninas","https://picsum.photos/500/600?random=ninas_2","[{""name"":""Rosa/Morado"",""hex"":""#6B7280""},{""name"":""Azul/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",5.0,false,false,0,62
"Blusa Flores Carter's Organic","Comodidad y elegancia en una sola prenda.",449,"ninas","https://picsum.photos/500/600?random=ninas_3","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Amarillo"",""hex"":""#F59E0B""}]","[""2"",""4"",""6"",""8"",""10""]",4.3,false,true,11,88
"Falda Tul Brillante H&M Kids","Comodidad y elegancia en una sola prenda.",599,"ninas","https://picsum.photos/500/600?random=ninas_4","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Dorado"",""hex"":""#F59E0B""}]","[""2"",""4"",""6"",""8"",""10""]",4.0,false,false,0,26
"Cardigan Suave Gap Kids","Material premium con acabados de excelente calidad.",699,"ninas","https://picsum.photos/500/600?random=ninas_5","[{""name"":""Crema"",""hex"":""#FEF7CD""},{""name"":""Rosa Claro"",""hex"":""#FECACA""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,false,true,39,40
"Vestido Casual Old Navy Kids","Diseño atemporal que nunca pasa de moda.",549,"ninas","https://picsum.photos/500/600?random=ninas_6","[{""name"":""Azul"",""hex"":""#3B82F6""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,false,false,0,26
"Playera Mariposas Gymboree","Prenda de alta calidad con diseño moderno y cómodo.",399,"ninas","https://picsum.photos/500/600?random=ninas_7","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Lila"",""hex"":""#C084FC""}]","[""2"",""4"",""6"",""8"",""10""]",4.0,false,false,0,94
"Shorts Denim Bordados Zara Kids","Estilo contemporáneo con detalles únicos.",499,"ninas","https://picsum.photos/500/600?random=ninas_8","[{""name"":""Azul Claro"",""hex"":""#60A5FA""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.2,true,false,0,22
"Suéter Corazones Children's Place","Diseño atemporal que nunca pasa de moda.",649,"ninas","https://picsum.photos/500/600?random=ninas_9","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,true,false,0,34
"Leggings Básicos Uniqlo Kids","Confeccionado con materiales de primera calidad.",299,"ninas","https://picsum.photos/500/600?random=ninas_10","[{""name"":""Negro"",""hex"":""#000000""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.4,false,true,33,118
"Vestido Rayas Marinero","Diseño versátil que se adapta a cualquier ocasión.",599,"ninas","https://picsum.photos/500/600?random=ninas_11","[{""name"":""Azul/Blanco"",""hex"":""#6B7280""},{""name"":""Rosa/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,false,false,0,40
"Blusa Manga Larga Organic Cotton","Material premium con acabados de excelente calidad.",449,"ninas","https://picsum.photos/500/600?random=ninas_12","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Rosa Claro"",""hex"":""#FECACA""}]","[""2"",""4"",""6"",""8"",""10""]",4.9,false,false,0,30
